"","HHID","PN","OPN_SP","OLB018A","OLB018B","OLB018C","OLB018D","OLB018E","OLB018F","OLB018G","OLB018H","OLB018I","OLB018J","OLB004A","OLB004B","OLB004C","OLB004D","OLB004E","OLB004F","OLB004G","OLB005","OLB005A","OLB005B","respondent_id","spouse_id"
"9318",529459,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529459010,529459020
"9319",529459,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529459020,529459010
"9320",529468,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529468010,529468020
"9321",529468,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529468020,529468010
"9322",529474,10,20,1,5,3,6,3,1,1,1,1,1,2,1,1,3,3,4,3,1,2,2,529474010,529474020
"9323",529474,20,10,6,3,1,6,1,1,5,1,1,1,1,1,1,3,4,4,4,1,1,2,529474020,529474010
"9324",529485,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529485010,529485020
"9325",529485,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529485020,529485010
"9326",529519,10,20,2,3,3,3,2,2,2,1,2,1,2,1,2,2,2,4,3,2,2,2,529519010,529519020
"9327",529519,20,10,3,4,4,4,3,3,3,2,2,2,2,1,2,4,3,4,3,1,2,2,529519020,529519010
"9328",529522,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529522010,529522011
"9329",529522,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529522011,529522010
"9330",529523,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529523010,529523020
"9331",529523,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529523020,529523010
"9332",529524,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529524010,529524020
"9333",529524,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529524020,529524010
"9334",529526,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529526010,529526020
"9335",529539,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529539020,529539010
"9336",529544,10,20,4,4,1,4,4,3,3,3,4,4,3,3,3,3,2,3,3,3,3,2,529544010,529544020
"9337",529544,20,10,5,5,4,4,5,5,4,5,5,5,3,3,3,1,2,2,2,3,3,2,529544020,529544010
"9338",529548,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529548010,529548011
"9339",529548,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529548011,529548010
"9340",529554,20,10,5,1,2,2,3,5,4,3,5,2,1,1,1,3,3,4,3,1,2,2,529554020,529554010
"9341",529565,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529565010,529565011
"9342",529565,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529565011,529565010
"9343",529566,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529566010,529566020
"9344",529575,10,20,2,6,4,6,3,2,2,1,2,1,1,1,1,3,2,2,4,1,2,2,529575010,529575020
"9345",529575,20,10,5,6,5,2,2,2,2,1,1,2,1,1,1,4,3,4,3,1,1,1,529575020,529575010
"9346",529579,10,20,4,2,3,4,4,3,3,4,4,3,3,3,3,2,2,3,2,2,3,2,529579010,529579020
"9347",529579,20,10,1,5,4,6,2,2,4,1,2,2,4,3,3,3,3,2,2,3,3,2,529579020,529579010
"9348",529588,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529588010,529588020
"9349",529588,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529588020,529588010
"9350",529619,10,20,2,2,4,4,2,2,2,3,2,1,3,3,3,2,1,2,1,2,3,1,529619010,529619020
"9351",529619,20,10,2,5,4,5,2,1,1,1,1,1,1,1,1,2,3,3,3,1,2,2,529619020,529619010
"9352",529620,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529620010,529620020
"9353",529620,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529620020,529620010
"9354",529644,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529644010,529644020
"9355",529644,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529644020,529644010
"9356",529652,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529652010,529652020
"9357",529652,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529652020,529652010
"9358",529657,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529657010,529657020
"9359",529657,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529657020,529657010
"9360",529672,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529672010,529672020
"9361",529672,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529672020,529672010
"9362",529708,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529708010,529708020
"9363",529708,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529708020,529708010
"9364",529728,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529728010,529728020
"9365",529728,20,10,1,6,6,6,1,1,1,1,1,1,2,1,1,2,2,4,3,1,1,2,529728020,529728010
"9366",529740,10,20,1,6,6,6,1,1,1,1,1,1,2,3,2,2,4,4,2,2,2,2,529740010,529740020
"9367",529740,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529740020,529740010
"9368",529759,10,20,6,6,5,5,6,6,6,4,5,4,1,1,1,2,3,3,2,2,3,2,529759010,529759020
"9369",529759,20,10,6,4,3,4,1,1,NA,NA,NA,NA,2,1,1,3,4,2,1,1,2,2,529759020,529759010
"9370",529789,10,20,2,6,5,5,1,1,1,1,1,1,2,2,1,3,3,3,4,2,2,2,529789010,529789020
"9371",529789,20,10,3,6,6,6,4,2,6,4,6,1,1,2,1,3,2,3,3,1,2,2,529789020,529789010
"9372",529806,10,20,4,2,4,6,1,1,1,1,1,1,2,2,2,1,4,4,4,1,3,2,529806010,529806020
"9373",529806,20,10,4,2,4,6,1,1,1,1,1,1,4,2,1,1,4,4,4,1,3,2,529806020,529806010
"9374",529816,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529816010,529816020
"9375",529816,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529816020,529816010
"9376",529844,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529844010,529844020
"9377",529844,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529844020,529844010
"9378",529850,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529850010,529850020
"9379",529850,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529850020,529850010
"9380",529857,10,20,1,5,5,6,3,1,2,1,1,1,2,1,2,3,2,3,2,2,3,2,529857010,529857020
"9381",529857,20,10,2,5,4,5,2,2,1,1,1,1,1,1,1,3,3,3,2,2,2,2,529857020,529857010
"9382",529865,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529865010,529865020
"9383",529865,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529865020,529865010
"9384",529876,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529876010,529876020
"9385",529876,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529876020,529876010
"9386",529887,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529887020,529887021
"9387",529887,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529887021,529887020
"9388",529921,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529921010,529921020
"9389",529921,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529921020,529921010
"9390",529943,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529943010,529943020
"9391",529944,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529944010,529944020
"9392",529944,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529944020,529944010
"9393",529960,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529960010,529960020
"9394",529960,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529960020,529960010
"9395",529994,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529994010,529994020
"9396",529994,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529994020,529994010
"9397",529996,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529996010,529996020
"9398",529996,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529996020,529996010
"9399",530044,10,20,4,5,3,4,2,2,2,1,2,1,2,2,2,2,3,4,4,1,2,1,530044010,530044020
"9400",530044,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530044020,530044010
"9401",530065,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530065010,530065020
"9402",530065,20,10,1,5,4,4,5,2,1,1,1,1,3,2,3,3,3,2,2,3,4,3,530065020,530065010
"9403",530101,10,20,6,4,4,4,3,4,3,3,4,4,2,2,2,3,1,3,3,2,2,2,530101010,530101020
"9404",530101,20,10,4,3,3,3,3,3,4,4,4,4,2,1,1,3,2,3,3,2,2,2,530101020,530101010
"9405",530118,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530118010,530118020
"9406",530118,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530118020,530118010
"9407",530135,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530135010,530135020
"9408",530135,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530135020,530135010
"9409",530211,10,20,3,4,4,4,3,2,6,4,5,2,1,1,1,3,4,3,4,1,1,1,530211010,530211020
"9410",530211,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530211020,530211010
"9411",530248,10,20,NA,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,4,NA,2,1,530248010,530248020
"9412",530248,20,10,5,4,4,1,1,1,1,1,1,1,2,1,2,3,2,2,4,2,2,2,530248020,530248010
"9413",530280,10,20,2,5,5,6,1,1,1,1,1,1,1,1,1,3,4,3,3,1,1,2,530280010,530280020
"9414",530280,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530280020,530280010
"9415",530332,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530332010,530332020
"9416",530332,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530332020,530332010
"9417",530333,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530333010,530333020
"9418",530333,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530333020,530333010
"9419",530366,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530366010,530366020
"9420",530366,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530366020,530366010
"9421",530421,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530421010,530421020
"9422",530421,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530421020,530421010
"9423",530441,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530441010,530441011
"9424",530459,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530459010,530459020
"9425",530462,10,20,4,5,4,5,2,3,3,2,5,3,1,1,1,4,4,4,3,1,2,2,530462010,530462020
"9426",530462,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530462020,530462010
"9427",530486,10,20,1,1,2,2,2,2,2,1,1,1,1,1,1,4,4,3,3,1,1,1,530486010,530486020
"9428",530486,20,10,5,NA,2,3,3,3,6,3,2,1,2,1,2,3,3,4,3,1,2,2,530486020,530486010
"9429",530502,10,20,1,NA,6,6,1,NA,NA,1,1,1,1,1,1,4,4,4,4,1,2,1,530502010,530502020
"9430",530502,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530502020,530502010
"9431",530509,10,20,1,5,3,5,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,2,530509010,530509020
"9432",530509,20,10,1,6,5,6,1,1,1,1,1,1,1,1,1,4,3,4,3,1,1,2,530509020,530509010
"9433",530537,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530537010,530537020
"9434",530537,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530537020,530537010
"9435",530553,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530553010,530553020
"9436",530553,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530553020,530553010
"9437",530591,10,20,1,4,5,5,2,2,2,1,4,1,1,1,2,4,4,4,3,1,2,1,530591010,530591020
"9438",530591,20,10,1,5,4,4,2,2,1,1,3,1,2,1,2,3,2,4,3,1,2,1,530591020,530591010
"9439",530618,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530618010,530618020
"9440",530618,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530618020,530618010
"9441",530633,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530633010,530633020
"9442",530633,20,10,4,5,5,5,5,5,5,3,3,3,2,1,2,2,3,3,3,1,2,2,530633020,530633010
"9443",530655,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530655010,530655020
"9444",530655,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530655020,530655010
"9445",530659,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530659020,530659010
"9446",530661,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530661010,530661020
"9447",530661,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530661020,530661010
"9448",530683,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530683010,530683020
"9449",530683,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530683020,530683010
"9450",530735,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530735010,530735020
"9451",530735,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530735020,530735010
"9452",530736,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530736010,530736020
"9453",530736,20,10,2,2,2,6,5,1,1,1,2,1,2,2,3,1,2,2,3,2,3,2,530736020,530736010
"9454",530742,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530742010,530742020
"9455",530742,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530742020,530742010
"9456",530775,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530775010,530775020
"9457",530775,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530775020,530775010
"9458",530787,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530787010,530787011
"9459",530799,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530799020,530799010
"9460",530800,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530800010,530800020
"9461",530800,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530800020,530800010
"9462",530831,20,10,4,5,5,5,2,2,1,1,2,1,1,1,1,4,3,4,3,1,1,1,530831020,530831010
"9463",530842,10,20,3,4,4,6,3,3,3,6,5,6,3,1,2,1,2,4,2,2,2,2,530842010,530842020
"9464",530842,20,10,2,5,5,6,2,1,6,2,1,1,3,3,3,3,2,2,2,3,3,2,530842020,530842010
"9465",530844,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530844020,530844010
"9466",530858,10,20,4,6,6,6,5,6,5,5,3,3,2,1,1,3,3,4,3,1,1,2,530858010,530858020
"9467",530858,20,10,2,6,6,6,5,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,530858020,530858010
"9468",530896,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530896010,530896020
"9469",530909,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530909010,530909020
"9470",530909,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530909020,530909010
"9471",530937,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530937010,530937020
"9472",530937,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530937020,530937010
"9473",530960,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530960010,530960020
"9474",530960,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530960020,530960010
"9475",530980,10,20,1,1,6,4,6,1,1,1,1,1,2,1,1,4,4,4,4,1,1,2,530980010,530980020
"9476",530980,20,10,1,6,4,5,2,2,1,1,1,1,3,2,2,4,4,4,3,2,1,2,530980020,530980010
"9477",530981,10,20,4,6,6,6,1,1,5,1,1,1,4,4,4,2,4,4,2,3,4,3,530981010,530981020
"9478",530981,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530981020,530981010
"9479",530998,10,20,2,3,2,2,2,2,2,4,3,3,3,4,3,4,4,4,3,1,3,2,530998010,530998020
"9480",530998,20,10,2,2,2,1,3,1,2,5,3,3,2,2,2,NA,3,4,3,2,3,2,530998020,530998010
"9481",531032,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531032010,531032020
"9482",531032,20,10,6,5,4,5,4,5,4,5,5,6,2,2,2,2,1,1,1,2,3,2,531032020,531032010
"9483",531033,10,11,1,5,5,5,1,1,2,1,1,1,1,1,1,3,3,3,3,1,2,2,531033010,531033011
"9484",531033,11,10,1,6,5,5,4,5,5,5,5,5,3,2,2,3,3,3,3,3,3,2,531033011,531033010
"9485",531063,10,20,2,5,3,5,2,2,1,2,2,1,2,1,2,3,4,4,3,1,2,2,531063010,531063020
"9486",531063,20,10,1,6,6,6,1,1,1,1,1,1,1,1,1,4,3,3,4,1,1,1,531063020,531063010
"9487",531083,10,20,3,3,4,4,2,3,3,2,3,2,2,1,1,2,3,3,4,1,1,2,531083010,531083020
"9488",531083,20,10,4,4,4,4,2,2,3,3,3,2,2,1,2,3,4,3,3,1,2,2,531083020,531083010
"9489",531093,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531093010,531093020
"9490",531093,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531093020,531093010
"9491",531102,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531102010,531102020
"9492",531102,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531102020,531102010
"9493",531159,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531159020,531159010
"9494",531173,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531173010,531173020
"9495",531203,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531203010,531203020
"9496",531203,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531203020,531203010
"9497",531210,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531210010,531210020
"9498",531210,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531210020,531210010
"9499",531215,10,20,1,5,5,5,1,1,1,1,1,1,2,1,1,3,4,4,3,2,2,2,531215010,531215020
"9500",531215,20,10,1,5,4,5,1,1,1,1,2,2,2,1,2,1,3,3,3,1,2,2,531215020,531215010
"9501",531337,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531337010,531337020
"9502",531337,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531337020,531337010
"9503",531359,10,20,4,6,5,6,5,6,6,5,6,2,1,1,1,4,4,4,3,1,1,1,531359010,531359020
"9504",531359,20,10,2,6,6,6,6,6,6,6,6,5,2,1,1,3,4,2,4,1,1,1,531359020,531359010
"9505",531373,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531373020,531373021
"9506",531416,10,20,5,2,6,6,2,2,2,2,2,1,1,1,1,2,3,3,3,3,1,2,531416010,531416020
"9507",531416,20,10,5,2,6,6,2,2,2,2,2,1,1,1,1,2,3,3,3,3,1,2,531416020,531416010
"9508",531477,10,20,1,6,5,6,1,1,1,1,1,1,2,1,1,3,3,3,3,1,1,2,531477010,531477020
