"","HHID","PN","OPN_SP","OLB018A","OLB018B","OLB018C","OLB018D","OLB018E","OLB018F","OLB018G","OLB018H","OLB018I","OLB018J","OLB004A","OLB004B","OLB004C","OLB004D","OLB004E","OLB004F","OLB004G","OLB005","OLB005A","OLB005B","respondent_id","spouse_id"
"1744",43437,11,10,4,5,6,5,5,2,2,1,1,1,2,2,2,3,3,3,3,1,3,3,43437011,43437010
"1745",43512,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43512010,43512020
"1746",43512,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43512020,43512010
"1747",43513,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43513010,43513040
"1748",43513,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43513040,43513010
"1749",43520,20,30,5,5,5,5,1,3,4,4,4,3,1,1,1,3,2,2,2,1,1,1,43520020,43520030
"1750",43520,30,20,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,1,3,1,43520030,43520020
"1751",43525,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43525010,43525020
"1752",43525,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43525020,43525010
"1753",43564,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43564020,43564030
"1754",43564,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43564030,43564020
"1755",43586,10,20,6,5,6,6,3,6,5,2,1,3,4,1,3,3,2,4,2,2,4,3,43586010,43586020
"1756",43586,20,10,2,2,5,5,5,4,NA,4,5,5,3,3,3,4,4,4,3,3,3,3,43586020,43586010
"1757",43601,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43601010,43601020
"1758",43601,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43601020,43601010
"1759",43606,20,30,NA,NA,6,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,NA,43606020,43606030
"1760",43606,30,20,5,6,6,6,6,5,6,6,6,6,1,1,1,4,4,4,4,1,1,1,43606030,43606020
"1761",43628,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43628010,43628020
"1762",43628,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43628020,43628010
"1763",43652,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43652010,43652020
"1764",43652,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43652020,43652010
"1765",43763,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43763010,43763020
"1766",43763,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43763020,43763010
"1767",43767,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43767020,43767030
"1768",43767,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43767030,43767020
"1769",43769,10,20,2,5,5,6,1,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,43769010,43769020
"1770",43769,20,10,1,5,4,4,1,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,43769020,43769010
"1771",43771,10,40,1,5,5,6,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,2,43771010,43771040
"1772",43771,40,10,2,5,5,5,2,2,1,1,1,1,2,2,1,3,3,3,4,1,2,2,43771040,43771010
"1773",43779,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43779010,43779020
"1774",43779,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43779020,43779010
"1775",43785,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43785010,43785020
"1776",43785,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43785020,43785010
"1777",43787,10,20,4,6,5,5,2,1,2,2,2,1,1,1,2,3,4,3,4,NA,2,2,43787010,43787020
"1778",43787,20,10,1,6,5,6,1,1,2,2,1,1,2,1,2,3,3,4,2,2,2,2,43787020,43787010
"1779",43893,20,30,1,6,6,6,3,1,1,1,1,1,2,1,1,3,3,4,3,2,2,1,43893020,43893030
"1780",43893,30,20,1,6,6,6,3,3,3,3,3,3,1,1,1,2,3,4,3,1,1,1,43893030,43893020
"1781",43906,10,20,4,5,6,6,4,4,5,3,4,4,2,1,3,2,2,2,2,2,3,2,43906010,43906020
"1782",43906,20,10,1,5,2,2,2,2,6,6,6,1,1,1,1,4,3,4,3,1,2,1,43906020,43906010
"1783",43912,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43912010,43912020
"1784",43912,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43912020,43912010
"1785",43926,10,40,5,5,2,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,43926010,43926040
"1786",43926,40,10,5,5,5,5,5,5,5,3,5,5,2,2,2,2,2,2,2,2,3,2,43926040,43926010
"1787",44046,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44046020,44046030
"1788",44046,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44046030,44046020
"1789",44067,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44067020,44067030
"1790",44067,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44067030,44067020
"1791",44075,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44075010,44075020
"1792",44075,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44075020,44075010
"1793",44095,10,20,5,6,5,6,1,2,1,4,4,2,3,2,2,2,2,1,1,3,4,3,44095010,44095020
"1794",44095,20,10,2,5,4,5,3,3,3,2,3,2,2,1,1,3,4,4,4,1,2,2,44095020,44095010
"1795",44104,10,20,4,2,3,4,3,3,6,3,4,3,1,1,2,3,2,4,3,1,2,1,44104010,44104020
"1796",44104,20,10,6,6,4,4,3,4,5,3,5,4,1,NA,3,2,NA,3,2,1,3,2,44104020,44104010
"1797",44109,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44109020,44109022
"1798",44109,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44109022,44109020
"1799",44135,10,40,3,3,4,5,3,3,2,2,2,2,1,1,1,4,3,4,4,1,1,1,44135010,44135040
"1800",44135,40,10,2,5,4,4,3,3,3,4,3,3,1,1,1,3,3,4,3,1,2,1,44135040,44135010
"1801",44192,10,11,1,5,5,5,2,1,1,3,1,1,1,1,1,4,4,4,4,1,1,1,44192010,44192011
"1802",44192,11,10,2,4,5,5,2,2,5,4,2,1,1,1,2,2,3,3,3,1,1,1,44192011,44192010
"1803",44300,10,20,4,4,2,4,5,4,4,3,3,2,1,1,1,3,3,4,3,1,2,1,44300010,44300020
"1804",44300,20,10,4,4,4,4,5,3,3,3,4,4,2,2,3,3,3,3,3,2,2,1,44300020,44300010
"1805",44307,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44307010,44307040
"1806",44307,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44307040,44307010
"1807",44336,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44336020,44336030
"1808",44336,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44336030,44336020
"1809",44363,10,20,1,2,2,5,2,1,1,2,2,2,1,1,1,4,4,4,4,1,2,2,44363010,44363020
"1810",44363,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44363020,44363010
"1811",44406,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44406010,44406040
"1812",44406,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44406040,44406010
"1813",44460,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44460040,44460041
"1814",44460,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44460041,44460040
"1815",44469,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44469010,44469040
"1816",44469,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44469040,44469010
"1817",44503,10,20,4,2,5,5,1,5,1,6,2,6,2,1,1,4,4,3,2,1,2,2,44503010,44503020
"1818",44503,20,10,3,5,4,3,3,3,4,3,3,3,3,3,1,4,4,3,1,1,3,1,44503020,44503010
"1819",44535,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44535010,44535020
"1820",44535,20,10,1,6,6,6,1,1,3,1,1,1,2,1,2,4,4,4,3,1,2,2,44535020,44535010
"1821",44580,10,11,3,3,4,4,3,3,4,3,3,2,3,3,3,3,3,2,2,3,4,2,44580010,44580011
"1822",44580,11,10,2,5,4,5,2,2,2,1,1,1,2,1,2,3,2,4,3,2,2,2,44580011,44580010
"1823",44595,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44595010,44595020
"1824",44595,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44595020,44595010
"1825",44598,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44598010,44598040
"1826",44598,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44598040,44598010
"1827",44602,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44602010,44602011
"1828",44602,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44602011,44602010
"1829",44604,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44604010,44604011
"1830",44604,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44604011,44604010
"1831",44681,40,41,4,1,1,5,2,1,1,1,2,1,1,1,1,4,4,4,4,1,1,2,44681040,44681041
"1832",44681,41,40,3,2,2,4,3,4,5,2,3,3,2,1,1,4,3,4,4,1,1,1,44681041,44681040
"1833",44748,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44748020,44748030
"1834",44748,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44748030,44748020
"1835",44813,10,40,NA,5,6,6,1,1,1,1,1,1,2,1,1,3,4,3,3,1,1,2,44813010,44813040
"1836",44813,40,10,4,5,4,6,4,6,4,1,4,4,2,1,1,2,3,4,2,1,1,2,44813040,44813010
"1837",44815,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44815010,44815020
"1838",44815,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44815020,44815010
"1839",44817,10,20,1,6,6,6,1,1,1,1,1,1,1,1,1,4,3,4,3,NA,2,2,44817010,44817020
"1840",44817,20,10,4,4,4,4,2,3,4,3,3,1,1,1,1,4,3,4,3,1,2,2,44817020,44817010
"1841",44843,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44843010,44843020
"1842",44843,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44843020,44843010
"1843",44883,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44883020,44883021
"1844",44883,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44883021,44883020
"1845",44910,10,20,4,5,5,5,5,5,5,4,4,6,2,1,1,4,3,4,4,1,2,1,44910010,44910020
"1846",44910,20,10,5,5,4,4,5,4,4,4,4,4,2,1,1,4,3,3,3,1,2,1,44910020,44910010
"1847",44919,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44919010,44919020
"1848",44919,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44919020,44919010
"1849",44994,20,30,1,1,4,6,1,1,1,1,1,1,3,2,2,3,4,3,3,2,3,2,44994020,44994030
"1850",44994,30,20,4,4,4,6,5,1,4,3,1,1,3,1,3,4,4,3,4,2,3,2,44994030,44994020
"1851",45027,10,40,5,2,4,5,4,2,5,4,3,2,1,1,2,3,3,4,3,1,2,1,45027010,45027040
"1852",45027,40,10,4,4,4,4,3,4,4,2,4,3,2,1,1,4,4,4,4,1,1,1,45027040,45027010
"1853",45053,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45053010,45053020
"1854",45053,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45053020,45053010
"1855",45081,10,11,3,3,3,4,2,3,4,5,6,6,1,1,1,3,4,4,4,1,2,1,45081010,45081011
"1856",45081,11,10,5,4,4,6,4,4,3,3,3,1,1,1,1,2,3,4,4,1,2,2,45081011,45081010
"1857",45100,10,20,1,5,5,5,1,1,1,4,3,3,1,1,1,4,4,4,4,1,1,1,45100010,45100020
"1858",45100,20,10,1,2,5,5,2,2,2,2,4,2,1,1,1,4,4,4,4,1,1,1,45100020,45100010
"1859",45107,40,10,1,5,4,4,2,2,2,1,1,1,2,1,2,2,3,4,2,2,3,2,45107040,45107010
"1860",45109,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45109010,45109040
"1861",45109,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45109040,45109010
"1862",45133,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45133010,45133020
"1863",45133,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45133020,45133010
"1864",45213,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45213020,45213030
"1865",45213,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45213030,45213020
"1866",45225,10,20,2,3,4,2,2,2,1,2,2,2,2,1,2,3,2,4,3,NA,2,2,45225010,45225020
"1867",45225,20,10,4,3,3,4,4,3,3,5,5,4,2,1,2,3,3,3,3,2,2,1,45225020,45225010
"1868",45231,10,20,4,5,5,4,4,4,4,1,1,1,1,1,1,4,4,4,4,1,2,1,45231010,45231020
"1869",45231,20,10,1,6,5,6,1,1,1,1,1,1,1,1,2,3,4,4,3,1,1,1,45231020,45231010
"1870",45333,10,20,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,3,2,3,1,45333010,45333020
"1871",45333,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45333020,45333010
"1872",45399,10,20,3,4,5,5,4,2,2,1,1,1,1,1,1,3,3,4,4,1,2,2,45399010,45399020
"1873",45399,20,10,3,3,3,4,4,3,3,3,2,3,2,1,1,3,3,3,2,1,2,2,45399020,45399010
"1874",45400,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400010,45400040
"1875",45400,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400040,45400010
"1876",45433,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45433010,45433011
"1877",45433,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45433011,45433010
"1878",45439,20,30,5,3,4,2,4,3,3,1,2,3,2,1,2,3,3,4,3,1,2,2,45439020,45439030
"1879",45439,30,20,3,6,6,6,4,1,1,1,3,1,1,1,1,4,4,4,4,1,2,1,45439030,45439020
"1880",45445,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45445010,45445020
"1881",45445,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45445020,45445010
"1882",45500,10,40,2,6,6,6,1,1,1,1,6,1,2,1,2,2,2,4,2,2,3,2,45500010,45500040
"1883",45500,40,10,2,5,5,6,1,1,1,1,1,1,3,1,2,2,2,4,2,1,2,2,45500040,45500010
"1884",45509,10,20,1,6,6,6,1,1,1,1,1,1,1,1,1,4,3,4,3,1,2,1,45509010,45509020
"1885",45509,20,10,5,6,4,6,1,6,NA,3,1,1,1,1,1,3,2,4,3,1,2,1,45509020,45509010
"1886",45555,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45555010,45555020
"1887",45555,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45555020,45555010
"1888",45565,10,40,3,NA,5,4,3,3,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45565010,45565040
"1889",45565,40,10,1,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,45565040,45565010
"1890",45606,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45606010,45606020
"1891",45606,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45606020,45606010
"1892",45612,10,20,1,6,5,6,1,1,1,1,1,1,2,1,2,3,2,4,3,1,2,2,45612010,45612020
"1893",45612,20,10,3,5,5,1,2,4,4,5,5,4,2,1,1,4,3,4,4,1,1,2,45612020,45612010
"1894",45613,10,40,1,6,5,6,1,5,2,1,2,2,2,1,1,3,4,4,4,1,1,2,45613010,45613040
"1895",45613,40,10,4,5,5,5,2,2,2,5,2,2,2,1,1,1,1,3,2,1,1,2,45613040,45613010
"1896",45630,20,22,3,2,2,6,2,5,5,3,2,2,1,1,2,4,3,4,3,1,2,1,45630020,45630022
"1897",45630,22,20,1,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,3,2,1,2,45630022,45630020
"1898",45699,10,20,4,4,3,4,3,3,2,1,3,1,2,2,3,NA,2,3,3,NA,3,2,45699010,45699020
"1899",45699,20,10,3,4,4,4,3,4,3,2,3,2,1,1,1,3,4,3,4,1,1,1,45699020,45699010
"1900",45739,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45739040,45739010
"1901",45746,10,40,1,5,5,6,3,1,3,2,4,2,3,3,3,1,1,3,3,2,2,2,45746010,45746040
"1902",45746,40,10,1,4,4,4,2,2,5,1,1,1,4,3,3,2,4,3,2,4,4,3,45746040,45746010
"1903",45749,10,20,3,5,4,5,2,3,3,3,3,3,1,1,1,3,4,4,4,1,1,1,45749010,45749020
"1904",45749,20,10,1,5,5,5,2,2,4,2,4,3,2,1,2,3,3,4,3,2,2,2,45749020,45749010
"1905",45750,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45750010,45750040
"1906",45750,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45750040,45750010
"1907",45786,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45786010,45786020
"1908",45786,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45786020,45786010
"1909",45867,10,20,4,4,4,4,2,2,3,2,2,2,1,1,2,2,2,3,3,1,2,1,45867010,45867020
"1910",45867,20,10,4,6,5,5,1,1,3,1,2,1,1,2,2,3,3,3,3,1,2,2,45867020,45867010
"1911",45870,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45870010,45870020
"1912",45870,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45870020,45870010
"1913",45922,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45922010,45922040
"1914",45922,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45922040,45922010
"1915",45923,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45923010,45923020
"1916",45923,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45923020,45923010
"1917",45931,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45931010,45931040
"1918",45931,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45931040,45931010
"1919",45944,10,20,1,5,5,5,1,1,1,1,1,1,1,2,1,3,3,4,4,1,2,2,45944010,45944020
"1920",45944,20,10,2,5,5,6,1,1,1,1,1,1,1,1,2,4,4,4,3,2,2,2,45944020,45944010
"1921",45949,10,20,2,4,3,3,4,3,4,3,3,3,1,1,2,4,3,4,3,2,2,2,45949010,45949020
"1922",45949,20,10,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,2,45949020,45949010
"1923",45971,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45971020,45971021
"1924",45971,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45971021,45971020
"1925",45982,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45982010,45982040
"1926",45982,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45982040,45982010
"1927",45984,10,20,6,5,2,4,4,3,6,5,6,6,2,2,2,1,2,3,2,1,3,2,45984010,45984020
"1928",45984,20,10,1,6,6,6,2,1,1,1,1,1,2,1,2,3,3,4,3,2,2,2,45984020,45984010
"1929",45992,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45992010,45992040
"1930",45992,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45992040,45992010
"1931",45998,10,40,3,5,5,5,2,2,2,2,2,2,2,1,1,2,2,4,3,1,1,2,45998010,45998040
"1932",45998,40,10,3,4,4,3,5,5,5,4,5,4,3,1,1,3,3,2,2,2,2,2,45998040,45998010
"1933",46012,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46012010,46012011
"1934",46012,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46012011,46012010
"1935",46074,10,20,4,2,4,4,4,4,5,5,5,5,2,1,2,1,1,3,1,2,3,2,46074010,46074020
"1936",46074,20,10,3,5,4,4,2,2,2,2,2,2,1,1,1,3,3,3,3,1,2,1,46074020,46074010
"1937",46119,30,40,6,6,5,5,2,2,4,3,3,3,1,1,1,3,3,4,3,1,2,2,46119030,46119040
"1938",46119,40,30,4,4,4,4,3,3,4,2,3,3,2,1,1,3,3,2,3,1,2,2,46119040,46119030
"1939",46138,10,20,4,5,4,4,2,2,4,2,3,2,2,1,2,2,2,4,3,1,2,2,46138010,46138020
"1940",46138,20,10,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,3,2,3,1,46138020,46138010
"1941",46219,20,30,2,6,5,6,4,1,1,1,1,1,2,1,2,4,4,4,3,2,2,2,46219020,46219030
"1942",46219,30,20,2,2,3,3,2,2,2,2,2,2,2,1,1,3,3,4,3,1,2,3,46219030,46219020
